order_number,customer_id,promised_ship_date,id,sales_order_id,line_number,item_id,site_code,order_quantity,shipped_quantity,unit_price,discount_percent,standard_unit_cost,status
SO-006887,CUST-0200,2026-09-19,13774,6887,20,ACT-0020,200,4.0,0.0,945.92,0.05,626.2,Open
SO-004717,CUST-0030,2026-09-20,9433,4717,10,SYS-0019,100,2.0,0.0,2621.18,0.035,1798.13,Open
SO-004717,CUST-0030,2026-09-20,9434,4717,20,SYS-0030,300,4.0,0.0,4909.24,0.05,3308.83,Open
SO-008994,CUST-0019,2026-09-20,17987,8994,10,AFT-0016,100,2.0,0.0,2555.3,0.0,1691.61,Open
SO-008994,CUST-0019,2026-09-20,17988,8994,20,AFT-0027,300,4.0,0.0,504.71,0.0,328.06,Open
SO-002547,CUST-0100,2026-09-21,5093,2547,10,DRV-0059,100,2.0,0.0,5854.26,0.035,4086.27,Open
SO-002547,CUST-0100,2026-09-21,5094,2547,20,SYS-0010,300,4.0,0.0,1483.31,0.05,1017.55,Open
SO-006824,CUST-0089,2026-09-21,13647,6824,10,ACT-0056,200,2.0,0.0,917.77,0.0,618.58,Open
SO-006824,CUST-0089,2026-09-21,13648,6824,20,AFT-0007,100,4.0,0.0,447.07,0.0,295.96,Open
SO-007862,CUST-0215,2026-09-21,15723,7862,10,SYS-0014,300,9.0,0.0,1327.68,0.035,847.06,Open
SO-007862,CUST-0215,2026-09-21,15724,7862,20,SYS-0025,100,13.0,0.0,836.74,0.05,523.8,Open
SO-001415,CUST-0056,2026-09-22,2829,1415,10,CTL-0007,300,9.0,0.0,3274.45,0.0,2206.98,Open
SO-001415,CUST-0056,2026-09-22,2830,1415,20,CTL-0018,300,13.0,0.0,1034.83,0.02,685.06,Open
SO-005692,CUST-0045,2026-09-22,11383,5692,10,DRV-0054,200,9.0,0.0,3675.49,0.035,2389.07,Open
SO-005692,CUST-0045,2026-09-22,11384,5692,20,SYS-0005,100,13.0,0.0,462.73,0.05,295.22,Open
SO-009969,CUST-0034,2026-09-22,19937,9969,10,ACT-0051,100,9.0,0.0,7268.85,0.0,4550.3,Open
SO-009969,CUST-0034,2026-09-22,19938,9969,20,AFT-0002,100,13.0,0.0,2663.18,0.0,1635.19,Open
SO-003522,CUST-0115,2026-09-23,7043,3522,10,DRV-0034,200,9.0,0.0,640.47,0.035,423.99,Open
SO-003522,CUST-0115,2026-09-23,7044,3522,20,DRV-0045,100,13.0,0.0,582.77,0.05,378.8,Open
SO-002390,CUST-0071,2026-09-24,4779,2390,10,AFT-0042,300,22.0,0.0,469.01,0.0,299.23,Open
SO-002390,CUST-0071,2026-09-24,4780,2390,20,AFT-0053,100,33.0,0.0,774.74,0.02,484.99,Open
SO-006667,CUST-0060,2026-09-24,13333,6667,10,DRV-0029,100,22.0,0.0,2633.79,0.035,1617.15,Open
SO-006667,CUST-0060,2026-09-24,13334,6667,20,DRV-0040,200,33.0,0.0,308.41,0.05,218.97,Open
SO-000220,CUST-0141,2026-09-25,439,220,10,AFT-0022,100,22.0,0.0,346.71,0.0,225.36,Open
SO-000220,CUST-0141,2026-09-25,440,220,20,AFT-0033,300,33.0,0.0,1563.76,0.02,997.68,Open
SO-004497,CUST-0130,2026-09-25,8993,4497,10,DRV-0009,100,22.0,0.0,486.92,0.035,304.81,Open
SO-004497,CUST-0130,2026-09-25,8994,4497,20,DRV-0020,200,33.0,0.0,1558.31,0.05,956.8,Open
SO-001195,CUST-0156,2026-09-27,2389,1195,10,ACT-0057,100,55.0,0.0,4269.56,0.0,2621.51,Open
SO-001195,CUST-0156,2026-09-27,2390,1195,20,AFT-0008,100,2.0,0.0,341.28,0.02,242.31,Open
SO-007799,CUST-0104,2026-10-01,15597,7799,10,ACT-0031,100,9.0,0.0,3954.62,0.0,2523.05,Open
SO-007799,CUST-0104,2026-10-01,15598,7799,20,ACT-0042,200,13.0,0.0,1027.92,0.0,643.48,Open
SO-008774,CUST-0119,2026-10-03,17547,8774,10,ACT-0006,200,22.0,0.0,734.31,0.0,521.36,Open
SO-008774,CUST-0119,2026-10-03,17548,8774,20,ACT-0017,100,33.0,0.0,906.23,0.0,632.55,Open
